species,genus,family,stomatal density,Stomatal length/size,plant functional group/1-tree/2-shrub/3-herb
Aegopodium_latifolium,Aegopodium,Apiaceae,257.997936,23.79481483,3
Siphonostegia_chinensis,Siphonostegia,Orobanchaceae,33.02373581,39.295424,3
Euscaphis_japonica,Euscaphis,Staphyleaceae,111.4551084,23.29615222,1
Polygonum_aviculare,Polygonum,Polygonaceae,48.15961472,66.269727,3
Aegopodium_latifolium,Aegopodium,Apiaceae,98.03921569,30.65621286,3
Alternanthera_philoxeroides,Alternanthera,Amaranthaceae,210.5263158,42.843235,3
Millettia_dielsiana,Millettia,Fabaceae,546.9556244,14.896255,3
Tricyrtis_macropoda,Tricyrtis,Liliaceae,44.71964224,60.044195,3
Vittaria_flexuosa,Vittaria,Pteridaceae,41.27966976,18.79255,3
Aegopodium_latifolium,Aegopodium,Apiaceae,134.1589267,39.69764,3
Carex_hirta,Carex,Cyperaceae,89.43928449,30.57262733,3
NA,NA,NA,46.43962848,28.830876,3
Adiantum_capillus-veneris,Adiantum,Pteridaceae,51.5995872,33.05022875,3
Selaginella_moellendorffii,Selaginella,Selaginellaceae,49.53560372,30.66003125,3
Viola_yunnanfuensis,Viola,Violaceae,92.87925697,27.85217091,3
Ficus_pumila,Ficus,Moraceae,443.7564499,10.005098,2
Aegopodium_latifolium,Aegopodium,Apiaceae,199.5184039,19.12553538,3
Aegopodium_latifolium,Aegopodium,Apiaceae,68.7994496,47.23020867,3
Trachelospermum_axillare,Trachelospermum,Apocynaceae,543.5156519,16.79487233,3
Oreocnide_frutescens,Oreocnide,Urticaceae,116.9590643,13.10344833,2
Phoebe_sheareri,Phoebe,Lauraceae,381.8369453,18.40772867,2
Gardenia_jasminoides,Gardenia,Rubiaceae,330.2373581,22.448874,2
Eurya_rubiginosa,Eurya,Pentaphylacaceae,292.3976608,14.35699733,2
Callicarpa_bodinieri,Callicarpa,Lamiaceae,454.0763674,14.36790967,2
Ardisia_crenata,Ardisia,Primulaceae,130.7189542,29.01833192,2
Acer_cordatum,Acer,Sapindaceae,309.5975232,17.944391,1
Hydrangea_chinensis,Hydrangea,Hydrangeaceae,96.31922945,31.37875348,2
Cinnamomum_tenuifolium,Cinnamomum,Lauraceae,196.0784314,17.86490222,1
Camellia_chekiangoleosa,Camellia,Theaceae,196.0784314,22.04465,1
Neolitsea_aurata,Neolitsea,Lauraceae,58.47953216,20.60827,1
Camellia_chekiangoleosa,Camellia,Theaceae,247.6780186,23.52507967,1
Prunus_schneideriana,Prunus,Rosaceae,257.997936,18.85365967,1
Diospyros_glaucifolia,Diospyros,Ebenaceae,306.1575507,20.71236167,1
Styrax_odoratissimus,Styrax,Styracaceae,141.0388717,19.51765448,1
Viburnum_erosum,Viburnum,Adoxaceae,395.5968352,25.30244367,2
Myrica_rubra,Myrica,Myricaceae,454.0763674,19.29789533,1
Distylium_myricoides,Distylium,Hamamelidaceae,213.2782938,18.00768067,2
Magnolia_figo,Magnolia,Magnoliaceae,154.7987616,23.92110571,1
Toxicodendron_succedaneum,Toxicodendron,Anacardiaceae,278.6377709,20.58065733,1
Rhododendron_simsii,Rhododendron,Ericaceae,110.0791194,18.83233481,2
Cunninghamia_lanceolata,Cunninghamia,Cupressaceae,89.43928449,14.17234857,1
Rhaphiolepis_indica,Rhaphiolepis,Rosaceae,385.2769178,19.86957,2
Fagus_longipetiolata,Fagus,Fagaceae,178.878569,19.74635345,1
Lindera_communis,Lindera,Lauraceae,166.5634675,25.29333538,1
Cinnamomum_subavenium,Cinnamomum,Lauraceae,113.5190918,16.21202364,1
Ilex_suaveolens,Ilex,Aquifoliaceae,306.1575507,27.88320733,1
Lithocarpus_glaber,Lithocarpus,Fagaceae,70.1754386,16.482159,1
Elaeocarpus_japonicus,Elaeocarpus,Elaeocarpaceae,227.0381837,17.25105333,1
Alpinia_japonica,Alpinia,Zingiberaceae,156.4155487,15.313027,3
Litsea_cubeba,Litsea,Lauraceae,127.2789818,17.64592964,2
Cladrastis_wilsonii,Cladrastis,Fabaceae,79.11936705,15.67271176,3
Aegopodium_latifolium,Aegopodium,Apiaceae,134.1589267,21.11582875,3
Dendropanax_dentiger,Dendropanax,Araliaceae,127.2789818,20.69901583,1
Idesia_polycarpa,Idesia,Salicaceae,175.4385965,20.05976667,1
Cornus_kousa,Cornus,Cornaceae,161.6787066,23.68853643,1
Albizia_kalkora,Albizia,Fabaceae,144.4788442,15.17039478,1
Pyrenaria_microcarpa,Pyrenaria,Theaceae,202.9583763,22.39294071,1
Ilex_micrococca,Ilex,Aquifoliaceae,385.2769178,18.236676,1
Sorbus_folgneri,Sorbus,Rosaceae,139.3188854,22.45519933,1
Choerospondias_axillaris,Choerospondias,Anacardiaceae,304.4375645,21.385747,1
Osmanthus_cooperi,Osmanthus,Oleaceae,440.3164775,16.34362067,1
Alniphyllum_fortunei,Alniphyllum,Styracaceae,273.4778122,20.6312135,1
Lasianthus_japonicus,Lasianthus,Rubiaceae,86.6873065,27.24254538,2
Ilex_ficoidea,Ilex,Aquifoliaceae,206.3983488,18.58467379,1
Magnolia_yuyuanensis,Magnolia,Magnoliaceae,165.1186791,34.57165724,1
Euonymus_carnosus,Euonymus,Celastraceae,264.877881,32.968229,2
Ilex_pubescens,Ilex,Aquifoliaceae,96.31922945,19.63074917,2
Schima_superba,Schima,Theaceae,271.7578259,31.76003067,1
Lespedeza_thunbergii,Lespedeza,Fabaceae,44.71964224,19.231005,2
Lyonia_ovalifolia,Lyonia,Ericaceae,199.5184039,20.87262433,2
Rhododendron_latoucheae,Rhododendron,Ericaceae,261.4379085,30.65732821,2
Vernicia_montana,Vernicia,Euphorbiaceae,113.5190918,29.69519269,1
Camellia_fraterna,Camellia,Theaceae,79.11936705,41.76981867,2
Alangium_kurzii,Alangium,Cornaceae,106.6391469,23.33054167,1
Pieris_formosa,Pieris,Ericaceae,459.2363261,17.727936,2
Rhododendron_mariesii,Rhododendron,Ericaceae,194.0144479,25.27469652,2
Diplopterygium_glaucum,Diplopterygium,Gleicheniaceae,794.6336429,23.253155,3
Chimonanthus_nitens,Chimonanthus,Calycanthaceae,220.1582387,22.41945276,2
Machilus_grijsii,Machilus,Lauraceae,111.4551084,21.15629333,1
Cleyera_japonica,Cleyera,Pentaphylacaceae,160.9907121,27.314712,1
Damnacanthus_indicus,Damnacanthus,Rubiaceae,36.11971104,17.13663333,2
Machilus_thunbergii,Machilus,Lauraceae,185.7585139,21.42452412,1
Corylopsis_glandulifera,Corylopsis,Hamamelidaceae,144.4788442,24.83647933,2
Meliosma_oldhamii,Meliosma,Sabiaceae,61.91950464,31.42164231,1
Clerodendrum_trichotomum,Clerodendrum,Lamiaceae,247.6780186,29.96976786,2
Callicarpa_rubella,Callicarpa,Lamiaceae,395.5968352,19.24637533,2
Dalbergia_hupeana,Dalbergia,Fabaceae,460.9563123,20.04837867,1
Zanthoxylum_scandens,Zanthoxylum,Rutaceae,275.1977984,19.867116,2
Ilex_elmerrilliana,Ilex,Aquifoliaceae,354.3171655,20.25421667,2
Sloanea_sinensis,Sloanea,Elaeocarpaceae,209.8383213,15.62565846,1
Symplocos_stellaris,Symplocos,Symplocaceae,199.5184039,22.77523667,1
Pertusadina_metcalfii,Pertusadina,Rubiaceae,130.7189542,23.521986,1
Adinandra_milletii,Adinandra,Pentaphylacaceae,323.3574131,29.09272483,1
Ternstroemia_gymnanthera,Ternstroemia,Pentaphylacaceae,268.3178535,30.45769067,2
Pittosporum_illicioides,Pittosporum,Pittosporaceae,261.4379085,21.02872633,2
Daphniphyllum_pentandrum,Daphniphyllum,Daphniphyllaceae,51.5995872,16.540244,1
Litsea_elongata,Litsea,Lauraceae,41.27966976,25.3761075,1
Ehretia_acuminata,Ehretia,Boraginaceae,357.7571379,17.93814633,1
Maclura_cochinchinensis,Maclura,Moraceae,257.997936,21.297983,2
Ilex_rotunda,Ilex,Aquifoliaceae,306.1575507,19.401995,2
Ficus_erecta,Ficus,Moraceae,282.0777434,15.710282,2
Vaccinium_bracteatum,Vaccinium,Ericaceae,364.6370829,13.03546033,2
Castanopsis_eyrei,Castanopsis,Fagaceae,395.5968352,19.46837033,1
Ilex_wilsonii,Ilex,Aquifoliaceae,412.7966976,20.802018,2
Quercus_phillyreoides,Quercus,Fagaceae,467.8362573,15.442185,2
Sapindus_mukorossi,Sapindus,Sapindaceae,343.997248,19.288988,1
Quercus_glauca,Quercus,Fagaceae,206.3983488,17.45277533,1
Flueggea_virosa,Flueggea,Phyllanthaceae,41.27966976,16.37677667,2
Cyclocarya_paliurus,Cyclocarya,Juglandaceae,75.67939456,22.34134563,1
Sinoadina_racemosa,Sinoadina,Rubiaceae,259.0643275,20.57492033,1
Vaccinium_mandarinorum,Vaccinium,Ericaceae,254.5579635,11.81130433,1
Serissa_japonica,Serissa,Rubiaceae,261.4379085,18.429022,2
Elsholtzia_fruticosa,Elsholtzia,Lamiaceae,385.2769178,12.89852933,2
Viburnum_sempervirens,Viburnum,Adoxaceae,254.5579635,20.04807567,2
Castanopsis_fargesii,Castanopsis,Fagaceae,429.99656,23.28512167,1
Picrasma_quassioides,Picrasma,Simaroubaceae,185.7585139,26.11015633,1
Fraxinus_insularis,Fraxinus,Oleaceae,113.5190918,27.91969652,1
Castanopsis_tibetana,Castanopsis,Fagaceae,NA,NA,1
Acer_olivaceum,Acer,Sapindaceae,392.1568627,17.015182,1
Eurya_muricata,Eurya,Pentaphylacaceae,96.31922945,19.5480325,2
Euonymus_nitidus,Euonymus,Celastraceae,199.5184039,28.474853,2
Loropetalum_chinense,Loropetalum,Hamamelidaceae,347.4372205,25.07368067,2
Rhododendron_latoucheae,Rhododendron,Ericaceae,343.997248,25.17502933,2
Aegopodium_latifolium,Aegopodium,Apiaceae,144.4788442,21.11180536,3
Illicium_lanceolatum,Illicium,Schisandraceae,134.1589267,30.64120038,2
Photinia_glabra,Photinia,Rosaceae,206.3983488,21.29241333,1
Liquidambar_formosana,Liquidambar,Altingiaceae,577.9153767,23.994232,1
Vaccinium_carlesii,Vaccinium,Ericaceae,319.9174407,24.130357,2
Quercus_serrata,Quercus,Fagaceae,632.9549364,21.815505,1
Elaeocarpus_sylvestris,Elaeocarpus,Elaeocarpaceae,292.3976608,14.790956,1
Ilex_latifolia,Ilex,Aquifoliaceae,196.0784314,56.1199925,1
Maesa_japonica,Maesa,Primulaceae,278.6377709,30.18142367,2
Clerodendrum_cyrtophyllum,Clerodendrum,Lamiaceae,264.877881,22.11349633,2
Machilus_leptophylla,Machilus,Lauraceae,151.3587891,18.44824167,1
Frangula_crenata,Frangula,Rhamnaceae,409.3567251,15.88132933,2
Aralia_chinensis,Aralia,Araliaceae,48.15961472,18.72117,1
Smilax_china,Smilax,Smilacaceae,196.0784314,16.14346533,2
Syzygium_buxifolium,Syzygium,Myrtaceae,399.0368077,12.641281,2
Styrax_dasyanthus,Styrax,Styracaceae,127.2789818,20.73748172,1
NA,NA,NA,175.4385965,25.0140688,2
Rhus_hypoleuca,Rhus,Anacardiaceae,321.0640982,29.42342515,2
Symplocos_anomala,Symplocos,Symplocaceae,237.3581011,18.75052267,2
Symplocos_paniculata,Symplocos,Symplocaceae,68.7994496,26.46581882,2
Wikstroemia_monnula,Wikstroemia,Thymelaeaceae,161.6787066,10.91069966,2
Mallotus_apelta,Mallotus,Euphorbiaceae,82.55933953,14.73098118,2
Aegopodium_latifolium,Aegopodium,Apiaceae,89.43928449,27.8114619,3
Trachelospermum_jasminoides,Trachelospermum,Apocynaceae,123.8390093,14.32417455,3
NA,NA,NA,44.71964224,36.81982111,3
Uncaria_rhynchophylla,Uncaria,Rubiaceae,233.9181287,19.216913,3
Tamarindus_indica,Tamarindus,Fabaceae,481.5961472,15.11255367,1
Neolitsea_confertifolia,Neolitsea,Lauraceae,153.3244877,27.07870125,1
Mallotus_philippensis,Mallotus,Euphorbiaceae,75.67939456,41.10626429,2
Zanthoxylum_ovalifolium,Zanthoxylum,Rutaceae,247.6780186,28.48275357,1
Albizia_kalkora,Albizia,Fabaceae,196.0784314,16.57632833,2
Ficus_heteromorpha,Ficus,Moraceae,288.9576883,14.9570928,2
Oreocnide_frutescens,Oreocnide,Urticaceae,154.7987616,11.87708818,2
Debregeasia_orientalis,Debregeasia,Urticaceae,512.5558996,10.447785,2
Rubus_ichangensis,Rubus,Rosaceae,NA,NA,2
Aphananthe_aspera,Aphananthe,Cannabaceae,402.4767802,13.364561,1
Cinnamomum_porrectum,Cinnamomum,Lauraceae,NA,NA,1
Platycarya_strobilacea,Platycarya,Juglandaceae,137.5988992,16.32049222,1
Castanopsis_fargesii,Castanopsis,Fagaceae,113.5190918,21.54263273,1
Quercus_glauca,Quercus,Fagaceae,230.4781562,20.37057045,1
Broussonetia_kazinoki,Broussonetia,Moraceae,357.7571379,14.31389533,2
Photinia_bodinieri,Photinia,Rosaceae,161.6787066,18.36566737,1
Rhus_chinensis,Rhus,Anacardiaceae,45.40763674,NA,1
Kalopanax_septemlobus,Kalopanax,Araliaceae,251.1179911,24.37875633,1
Pittosporum_trigonocarpum,Pittosporum,Pittosporaceae,309.5975232,19.70492333,2
Symplocos_stellaris,Symplocos,Symplocaceae,182.3185415,23.68232367,1
Trachycarpus_fortunei,Trachycarpus,Arecaceae,110.0791194,23.31221706,1
Lindera_pulcherrima,Lindera,Lauraceae,350.877193,21.55760367,1
Photinia_bodinieri,Photinia,Rosaceae,306.1575507,23.42446967,2
Pistacia_chinensis,Pistacia,Anacardiaceae,529.755762,13.04745667,1
Symplocos_cochinchinensis,Symplocos,Symplocaceae,326.7973856,18.61260433,1
Cornus_controversa,Cornus,Cornaceae,154.7987616,15.9264828,1
Eriobotrya_japonica,Eriobotrya,Rosaceae,278.6377709,21.72987333,1
Quercus_fabrei,Quercus,Fagaceae,1320.949432,14.34832433,1
Quercus_aliena,Quercus,Fagaceae,784.3137255,15.01466333,1
Rubus_lambertianus,Rubus,Rosaceae,433.4365325,14.17440633,2
Ilex_aculeolata,Ilex,Aquifoliaceae,485.0361197,23.37165967,2
Phoebe_zhennan,Phoebe,Lauraceae,440.3164775,15.4547265,1
Castanopsis_carlesii,Castanopsis,Fagaceae,213.2782938,16.950404,1
Eurya_alata,Eurya,Pentaphylacaceae,216.7182663,18.09956185,2
Cunninghamia_lanceolata,Cunninghamia,Cupressaceae,NA,NA,1
Isachne_globosa,Isachne,Poaceae,192.6384589,18.59744346,3
Phymatopteris_hastata,Phymatopteris,Polypodiaceae,30.95975232,31.543665,3
Iris_japonica,Iris,Iridaceae,24.76780186,23.81564333,3
Commelina_communis,Commelina,Commelinaceae,65.35947712,47.46838909,3
Clerodendrum_bungei,Clerodendrum,Lamiaceae,171.998624,17.31097867,2
NA,NA,NA,137.5988992,28.72305107,3
Mussaenda_pubescens,Mussaenda,Rubiaceae,233.9181287,24.14215367,2
Curculigo_orchioides,Curculigo,Hypoxidaceae,116.9590643,36.37380409,3
Plantago_depressa,Plantago,Plantaginaceae,182.3185415,23.6323272,3
Lophatherum_gracile,Lophatherum,Poaceae,103.1991744,45.17667733,3
Achyranthes_bidentata,Achyranthes,Amaranthaceae,274.2149491,22.38724424,3
Hibiscus_mutabilis,Hibiscus,Malvaceae,178.878569,29.16916407,2
NA,NA,NA,72.23942208,53.01937636,3
Erigeron_canadensis,Erigeron,Asterales,130.7189542,24.80477381,3
Myrsine_semiserrata,Myrsine,Primulaceae,127.2789818,30.70409348,2
Pinus_massoniana,Pinus,Pinaceae,61.91950464,24.36217154,1
Toxicodendron_succedaneum,Toxicodendron,Anacardiaceae,350.877193,23.64194889,1
Ginkgo_biloba,Ginkgo,Ginkgoaceae,113.5190918,32.7935905,1
Vernicia_fordii,Vernicia,Euphorbiaceae,581.3553492,23.585898,1
Ficus_pandurata,Ficus,Moraceae,230.4781562,25.39532958,2
Eremochloa_ciliaris,Eremochloa,Poaceae,NA,NA,3
Polystichum_submarginale,Polystichum,Dryopteridaceae,85.99931201,37.407515,3
Lithocarpus_henryi,Lithocarpus,Fagaceae,337.1173031,25.027888,1
Morus_cathayana,Morus,Moraceae,292.3976608,28.67398533,1
Dichroa_febrifuga,Dichroa,Hydrangeaceae,168.5586515,34.1025624,2
Chaenomeles_sinensis,Chaenomeles,Rosaceae,357.7571379,27.44635667,2
Betula_luminifera,Betula,Betulaceae,137.5988992,24.06753696,1
Chimonobambusa_pachystachys,Chimonobambusa,Poaceae,276.0577915,18.611517,3
Ligustrum_lucidum,Ligustrum,Oleaceae,213.2782938,29.563912,2
Camellia_oleifera,Camellia,Theaceae,209.8383213,18.09071333,2
Cinnamomum_bodinieri,Cinnamomum,Lauraceae,278.6377709,25.50804133,1
Quercus_aliena,Quercus,Fagaceae,715.5142759,10.76136,1
Callicarpa_rubella,Callicarpa,Lamiaceae,216.7182663,17.11122933,2
NA,NA,NA,378.3969728,26.958068,3
Machilus_nanmu,Machilus,Lauraceae,123.8390093,18.40556556,1
Sambucus_williamsii,Sambucus,Adoxaceae,220.1582387,31.23601037,2
Myrsine_africana,Myrsine,Primulaceae,113.5190918,27.39744826,2
Buddleja_davidii,Buddleja,Scrophulariaceae,302.7175783,18.63271233,2
Aralia_chinensis,Aralia,Araliaceae,302.7175783,19.87208,1
Ficus_henryi,Ficus,Moraceae,653.5947712,13.829948,1
NA,NA,NA,79.11936705,24.39951474,3
Crassocephalum_crepidioides,Crassocephalum,Asterales,82.55933953,29.48501,3
Reynoutria_japonica,Reynoutria,Polygonaceae,113.5190918,30.82190542,3
Symplocos_sumuntia,Symplocos,Symplocaceae,323.3574131,17.655047,1
Stachyurus_obovatus,Stachyurus,Stachyuraceae,540.0756794,14.688999,2
Carpesium_abrotanoides,Carpesium,Asterales,385.2769178,23.292767,3
Hemerocallis_citrina,Hemerocallis,Xanthorrhoeaceae,79.11936705,NA,3
Polygonum_aviculare,Polygonum,Polygonaceae,319.9174407,20.002863,3
Picrasma_quassioides,Picrasma,Simaroubaceae,416.2366701,26.50666933,1
Lactuca_sibirica,Lactuca,Asterales,288.9576883,25.95287433,3
Elaeocarpus_japonicus,Elaeocarpus,Elaeocarpaceae,292.3976608,27.159527,1
Diospyros_kaki,Diospyros,Ebenaceae,474.7162023,25.14996067,1
Maesa_japonica,Maesa,Primulaceae,230.4781562,22.448385,2
Dicranopteris_linearis,Dicranopteris,Gleicheniaceae,337.1173031,27.272721,3
Dennstaedtia_wilfordii,Dennstaedtia,Dennstaedtiaceae,82.55933953,57.21283412,3
Dalbergia_hupeana,Dalbergia,Fabaceae,302.7175783,20.03983367,1
Humulus_scandens,Humulus,Moraceae,584.7953216,21.23183667,3
Metasequoia_glyptostroboides,Metasequoia,Cupressaceae,158.2387341,33.81042862,1
Choerospondias_axillaris,Choerospondias,Anacardiaceae,416.2366701,15.644502,1
Castanea_mollissima,Castanea,Fagaceae,915.0326797,21.27245567,1
Lindera_communis,Lindera,Lauraceae,1625.386997,21.35509017,2
Diospyros_cathayensis,Diospyros,Ebenaceae,175.4385965,30.64035889,1
Tetrastigma_obtectum,Tetrastigma,Vitaceae,185.7585139,29.996627,3
Cryptomeria_japonica,Cryptomeria,Cupressaceae,202.9583763,49.06828464,1
Millettia_nitida,Millettia,Fabaceae,928.7925697,16.75688567,3
Chamaecyparis_pisifera,Chamaecyparis,Cupressaceae,106.6391469,37.78868222,1
Euscaphis_japonica,Euscaphis,Staphyleaceae,271.7578259,24.95593267,1
Camellia_sinensis,Camellia,Theaceae,220.1582387,33.268456,1
Celtis_sinensis,Celtis,Cannabaceae,718.9542484,25.590658,3
Alangium_chinense,Alangium,Cornaceae,175.4385965,26.77796379,1
Alangium_platanifolium,Alangium,Cornaceae,175.4385965,26.44258467,1
Synedrella_nodiflora,Synedrella,Asterales,227.0381837,28.426089,3
Parathelypteris_nipponica,Parathelypteris,Thelypteridaceae,137.5988992,39.44246148,3
Smilax_china,Smilax,Smilacaceae,209.8383213,23.21434433,2
Zehneria_maysorensis,Zehneria,Cucurbitaceae,206.3983488,28.30353,3
Pilea_notata,Pilea,Urticaceae,251.1179911,33.635242,3
Prunus_cerasifera,Prunus,Rosaceae,326.7973856,31.06342733,1
Carex_brachyanthera,Carex,Cyperaceae,82.55933953,46.52708333,3
Dalbergia_hancei,Dalbergia,Fabaceae,130.7189542,27.85608296,3
Coniogramme_japonica,Coniogramme,Pteridaceae,51.5995872,56.60779833,3
Alpinia_officinarum,Alpinia,Zingiberaceae,213.2782938,56.17933733,3
Ardisia_crenata,Ardisia,Primulaceae,171.998624,34.43408655,2
Ardisia_japonica,Ardisia,Primulaceae,264.877881,26.53267433,2
Ilex_chinensis,Ilex,Aquifoliaceae,168.5586515,37.46313333,1
Lasianthus_chinensis,Lasianthus,Rubiaceae,130.7189542,35.44568345,2
Adinandra_milletii,Adinandra,Pentaphylacaceae,240.7980736,34.08712276,2
NA,NA,NA,182.3185415,31.16941467,3
Tetrastigma_hemsleyanum,Tetrastigma,Vitaceae,168.5586515,34.12131172,3
Carex_alta,Carex,Cyperaceae,134.1589267,33.56403036,3
Rosa_rubus,Rosa,Rosaceae,488.4760922,18.16745833,2
Carex_cruciata,Carex,Cyperaceae,82.55933953,60.37616833,3
Lindernia_rotundifolia,Lindernia,Linderniaceae,275.1977984,17.632222,3
NA,NA,NA,306.1575507,23.25522333,3
Lithocarpus_confinis,Lithocarpus,Fagaceae,333.6773306,27.20754167,1
Disporum_cantoniense,Disporum,Colchicaceae,48.15961472,56.62850444,3
Mimulus_tenellus,Mimulus,Phrymaceae,299.2776058,21.37214233,3
Ligustrum_lianum,Ligustrum,Oleaceae,NA,NA,2
Begonia_palmata,Begonia,Begoniaceae,110.0791194,29.54847731,3
Rubus_pectinellus,Rubus,Rosaceae,61.91950464,42.746503,2
Rubus_ellipticus,Rubus,Rosaceae,323.3574131,23.022157,2
Embelia_laeta,Embelia,Primulaceae,152.7347781,31.7028892,2
Eleusine_indica,Eleusine,Poaceae,134.1589267,30.97907,3
NA,NA,NA,213.2782938,28.65896533,3
Geranium_wilfordii,Geranium,Geraniaceae,598.5552116,21.30051933,3
Silene_baccifera,Silene,Caryophyllaceae,85.99931201,32.78026905,3
Cheilanthes_grevilleoides,Cheilanthes,Pteridaceae,264.877881,35.328515,3
Indocalamus_latifolius,Indocalamus,Poaceae,33.02373581,15.84721571,3
Ardisia_pusilla,Ardisia,Primulaceae,196.0784314,27.65083767,2
Bidens_pilosa,Bidens,Asterales,261.4379085,25.58015333,3
Symplocos_paniculata,Symplocos,Symplocaceae,127.2789818,23.99838214,2
Selaginella_uncinata,Selaginella,Selaginellaceae,110.0791194,28.9339368,3
Sedum_emarginatum,Sedum,Crassulaceae,55.039559680000004,28.5181225,3
Ficus_tikoua,Ficus,Moraceae,529.755762,13.22433267,3
Koelreuteria_paniculata,Koelreuteria,Sapindaceae,436.876505,20.67886733,1
Dennstaedtia_wilfordii,Dennstaedtia,Dennstaedtiaceae,55.039559680000004,53.30698733,3
Solanum_aculeatissimum,Solanum,Solanaceae,271.7578259,16.798177,3
NA,NA,NA,309.5975232,19.822762,3
Hydrocotyle_javanica,Hydrocotyle,Araliaceae,48.15961472,24.595044,3
Codonopsis_lanceolata,Codonopsis,Campanulaceae,199.5184039,15.70236033,3
Gynostemma_pentaphyllum,Gynostemma,Cucurbitaceae,192.6384589,20.836846,3
NA,NA,NA,251.1179911,30.18831767,3
Nandina_domestica,Nandina,Berberidaceae,381.8369453,22.82345567,2
Mahonia_fortunei,Mahonia,Berberidaceae,399.0368077,27.33572067,2
NA,NA,NA,85.99931201,23.78571882,3
Elatostema_laevissimum,Elatostema,Urticaceae,41.27966976,28.335668,2
Persicaria_capitata,Persicaria,Polygonaceae,141.0388717,26.7336184,3
Lobelia_nummularia,Lobelia,Campanulaceae,127.2789818,27.67745269,3
Hypericum_sampsonii,Hypericum,Hypericaceae,147.9188166,17.529449,3
Persicaria_hydropiper,Persicaria,Polygonaceae,202.9583763,16.88563033,3
Arachniodes_amabilis,Arachniodes,Dryopteridaceae,85.99931201,43.7459,3
Anemone_tomentosa,Anemone,Ranunculaceae,130.7189542,49.40296952,3
Parathelypteris_japonica,Parathelypteris,Thelypteridaceae,199.5184039,20.21121828,3
Impatiens_balsamina,Impatiens,Balsaminaceae,48.15961472,26.17986111,3
Argyreia_pierreana,Argyreia,Convolvulaceae,206.3983488,21.348088,3
Wisteria_sinensis,Wisteria,Fabaceae,619.1950464,15.649985,3
Cephalanthus_tetrandra,Cephalanthus,Rubiaceae,185.7585139,20.58417933,2
Lepisorus_thunbergianus,Lepisorus,Polypodiaceae,NA,NA,3
Lysimachia_rubiginosa,Lysimachia,Primulaceae,89.43928449,32.66266045,3
Oplismenus_undulatifolius,Oplismenus,Poaceae,75.67939456,28.68639533,3
Smilax_riparia,Smilax,Smilacaceae,147.9188166,21.34903036,3
Solanum_lyratum,Solanum,Solanaceae,199.5184039,24.99929,3
Mallotus_japonicus,Mallotus,Euphorbiaceae,171.998624,20.543193080000002,1
Hydrocotyle_wilfordi,Hydrocotyle,Araliaceae,165.1186791,23.270083,3
Aster_ageratoides,Aster,Asterales,141.0388717,27.3549437,3
Anisocampium_niponicum,Anisocampium,Athyriaceae,55.039559680000004,53.18721222,3
Lysimachia_clethroides,Lysimachia,Primulaceae,85.99931201,32.97998176,3
Hydrocotyle_sibthorpioides,Hydrocotyle,Araliaceae,96.31922945,17.44034409,3
Artemisia_dubia,Artemisia,Asterales,202.9583763,22.79819967,2
Rubus_ichangensis,Rubus,Rosaceae,557.2755418,16.480788,2
Cyclocodon_lancifolius,Cyclocodon,Campanulaceae,450.6363949,14.366189,3
Cornus_macrophylla,Cornus,Cornaceae,175.4385965,28.00242796,1
Lycianthes_lysimachioides,Lycianthes,Solanaceae,185.7585139,18.84930667,2
Rubus_swinhoei,Rubus,Rosaceae,440.3164775,21.519996,2
NA,NA,NA,92.87925697,13.17659455,3
Hedera_nepalensis,Hedera,Araliaceae,227.0381837,29.40720759,2
Elatostema_involucratum,Elatostema,Urticaceae,106.6391469,28.15037273,3
