species,genus,family,stomatal density,Stomatal length/size,plant functional group/1-tree/2-shrub/3-herb
Acer_barbinerve,Acer,Sapindaceae,285.5177159,19.59495586,1
Saussurea_amurensis,Saussurea,Asterales,1073.271414,8.032438333,3
Fraxinus_mandshurica,Fraxinus,Oleaceae,715.5142759,21.78364133,1
Betula_costata,Betula,Betulaceae,165.1186791,12.17462167,1
Carex_rhynchophora,Carex,Cyperaceae,240.7980736,34.036223,3
Ulmus_laciniata,Ulmus,Ulmaceae,536.6357069,31.62101433,1
Acer_pictum,Acer,Sapindaceae,505.6759546,16.54049133,1
Filipendula_palmata,Filipendula,Rosaceae,165.1186791,19.45554759,3
Trillium_camschatcense,Trillium,Melanthiaceae,21.13519092,54.27101067,3
Cardamine_leucantha,Cardamine,Brassicaceae,295.8376333,13.860338,3
Osmundastrum_cinnamomeum,Osmundastrum,Osmundaceae,48.15961472,45.55351,3
Actaea_heracleifolia,Actaea,Ranunculaceae,25.3622291,47.76277,3
Caulophyllum_robustum,Caulophyllum,Berberidaceae,61.91950464,35.99756,3
Laportea_bulbifera,Laportea,Urticaceae,75.67939456,19.91291409,3
Dryopteris_crassirhizoma,Dryopteris,Dryopteridaceae,86.6873065,35.98414778,3
Lonicera_praeflorens,Lonicera,Caprifoliaceae,230.4781562,21.02471533,2
Lonicera_chrysantha,Lonicera,Caprifoliaceae,178.878569,28.58027933,2
Chrysosplenium_flagelliferum,Chrysosplenium,Saxifragaceae,134.1589267,15.4559537,3
Sorbaria_sorbifolia,Sorbaria,Rosaceae,152.7347781,24.90758273,2
Cornopteris_crenulatoserrulata,Cornopteris,Athyriaceae,79.11936705,36.23805565,3
Ostericum_sieboldii,Ostericum,Apiaceae,134.1589267,25.78658241,3
Prinsepia_sinensis,Prinsepia,Rosaceae,68.7994496,35.254556,2
Polygonatum_inflatum,Polygonatum,Asparagaceae,41.27966976,32.40770167,3
Aegopodium_alpestre,Aegopodium,Apiaceae,127.9669763,25.49234542,3
Deparia_coreana,Deparia,Athyriaceae,48.15961472,43.28917,3
Sambucus_williamsii,Sambucus,Adoxaceae,65.35947712,46.55109421,2
Polystichum_tripteron,Polystichum,Dryopteridaceae,45.38011696,54.08238391,3
Carex_pilosa,Carex,Cyperaceae,110.0791194,39.62886,3
Pyrus_ussuriensis,Pyrus,Rosaceae,85.99931201,36.33227625,1
Juglans_mandshurica,Juglans,Juglandaceae,928.7925697,24.49357333,1
Carex_callitrichos,Carex,Cyperaceae,21.13519092,53.127586,3
Meehania_fargesii,Meehania,Lamiaceae,175.4385965,13.35474367,3
Linnaea_borealis,Linnaea,Caprifoliaceae,34.3997248,24.367652,2
Lilium_distichum,Lilium,Liliaceae,22.54420365,70.436618,3
Prunus_cerasifera,Prunus,Rosaceae,268.3178535,14.55049231,1
Ulmus_davidiana,Ulmus,Ulmaceae,650.1547988,27.30824567,1
Euonymus_verrucosus,Euonymus,Celastraceae,313.0374957,14.620405,2
Malus_baccata,Malus,Rosaceae,116.9590643,22.09144923,1
Aralia_continentalis,Aralia,Araliaceae,110.0791194,21.90854148,3
Tilia_amurensis,Tilia,Malvaceae,216.7182663,17.59482276,1
Ribes_takare,Ribes,Grossulariaceae,154.7987616,16.737996,2
Plantago_depressa,Plantago,Plantaginaceae,113.5190918,17.2561484,3
Adiantum_pedatum,Adiantum,Pteridaceae,45.40763674,16.60084273,3
Urtica_angustifolia,Urtica,Urticaceae,309.5975232,9.332693,3
Saxifraga_punctata,Saxifraga,Saxifragaceae,216.7182663,25.080555,3
Pseudostellaria_davidii,Pseudostellaria,Caryophyllaceae,61.91950464,22.28835444,3
Campanula_punctata,Campanula,Campanulaceae,75.67939456,23.45653571,3
Caltha_palustris,Caltha,Ranunculaceae,47.90643275,44.571245,3
Athyrium_multidentatum,Athyrium,Athyriaceae,46.91572067,36.69392643,3
NA,NA,NA,61.91950464,37.58793692,3
Impatiens_noli-tangere,Impatiens,Balsaminaceae,61.91950464,12.44905333,3
Arisaema_amurense,Arisaema,Araceae,61.91950464,25.50392412,3
Veratrum_dahuricum,Veratrum,Melanthiaceae,65.35947712,48.54351625,3
Actinostemma_tenerum,Actinostemma,Cucurbitaceae,30.95975232,16.11271667,3
Galium_triflorum,Galium,Rubiaceae,61.91950464,24.48800125,3
Aegopodium_latifolium,Aegopodium,Apiaceae,NA,NA,3
NA,NA,NA,130.7189542,20.06183517,2
Thalictrum_squarrosum,Thalictrum,Ranunculaceae,189.1984864,18.97623828,3
Rhamnus_diamantiaca,Rhamnus,Rhamnaceae,196.0784314,21.73259034,2
Geum_aleppicum,Geum,Rosaceae,161.6787066,20.58960724,3
Anemone_exigua,Anemone,Ranunculaceae,65.35947712,36.67047588,3
Hypericum_hookerianum,Hypericum,Hypericaceae,82.55933953,16.99715556,2
Adenocaulon_himalaicum,Adenocaulon,Asterales,141.0388717,25.21686633,3
Potentilla_centigrana,Potentilla,Rosaceae,61.91950464,18.00251882,3
Oxalis_acetosella,Oxalis,Oxalidaceae,61.91950464,16.89496667,3
Angelica_anomala,Angelica,Apiaceae,216.7182663,19.56920833,3
NA,NA,NA,244.2380461,13.45105185,3
Viburnum_burejaeticum,Viburnum,Adoxaceae,113.5190918,21.8541508,2
Himalaiella_deltoidea,Himalaiella,Asterales,75.67939456,21.04312409,3
Angelica_dahurica,Angelica,Apiaceae,158.2387341,13.5202463,3
Enemion_raddeanum,Enemion,Ranunculaceae,68.7994496,16.46777,3
NA,NA,NA,319.9174407,26.11205267,3
Aquilegia_oxysepala,Aquilegia,Ranunculaceae,106.6391469,26.60487111,3
Maianthemum_japonicum,Maianthemum,Asparagaceae,58.47953216,34.684832,3
Euonymus_alatus,Euonymus,Celastraceae,55.039559680000004,37.301241,2
Circaea_alpina,Circaea,Onagraceae,123.8390093,30.01540091,3
Sanicula_rubriflora,Sanicula,Apiaceae,103.1991744,21.12516636,3
Solidago_virgaurea,Solidago,Asterales,61.91950464,27.42413929,3
Diarrhena_mandshurica,Diarrhena,Poaceae,45.40763674,27.156295,3
Syringa_reticulata,Syringa,Oleaceae,165.1186791,24.0961675,1
NA,NA,NA,20.63983488,38.69388833,3
Carex_lanceolata,Carex,Cyperaceae,51.5995872,45.41319385,3
Aconitum_kusnezoffii,Aconitum,Ranunculaceae,68.7994496,32.97838778,3
Maianthemum_bifolium,Maianthemum,Asparagaceae,72.23942208,30.74895647,3
Viola_selkirkii,Viola,Violaceae,96.31922945,25.98661423,3
Polemonium_caeruleum,Polemonium,Polemoniaceae,127.2789818,27.62806704,3
Lonicera_tatarinowii,Lonicera,Caprifoliaceae,NA,NA,2
Cypripedium_guttatum,Cypripedium,Orchidaceae,NA,NA,3
Paris_verticillata,Paris,Melanthiaceae,NA,NA,3
Adenophora_remotiflora,Adenophora,Campanulaceae,72.23942208,27.17514263,3
Aconitum_kusnezoffii,Aconitum,Ranunculaceae,99.75920193,33.057815,3
Syringa_reticulata,Syringa,Oleaceae,213.2782938,24.869593,1
Cardamine_leucantha,Cardamine,Brassicaceae,275.1977984,12.0844775,3
Eleutherococcus_senticosus,Eleutherococcus,Araliaceae,58.47953216,25.93774588,2
Deparia_coreana,Deparia,Athyriaceae,48.15961472,55.40232455,3
Arisaema_serratum,Arisaema,Araceae,61.91950464,36.32084154,3
Philadelphus_schrenkii,Philadelphus,Hydrangeaceae,137.5988992,33.99793828,2
Arisaema_amurense,Arisaema,Araceae,48.15961472,50.34366357,3
Enemion_raddeanum,Enemion,Ranunculaceae,51.5995872,24.35637286,3
Dryopteris_crassirhizoma,Dryopteris,Dryopteridaceae,72.23942208,42.76208133,3
Acer_mandshuricum,Acer,Sapindaceae,443.7564499,19.45824233,1
Trillium_camschatcense,Trillium,Melanthiaceae,37.83969728,42.49990091,3
Sanicula_chinensis,Sanicula,Apiaceae,127.2789818,21.943795,3
Dioscorea_nipponica,Dioscorea,Dioscoreaceae,106.6391469,21.27889593,3
Acer_barbinerve,Acer,Sapindaceae,392.1568627,17.68090821,1
Lilium_distichum,Lilium,Liliaceae,23.67141383,91.60052182,3
Deutzia_parviflora,Deutzia,Hydrangeaceae,51.5995872,37.86310417,2
Aegopodium_alpestre,Aegopodium,Apiaceae,141.0388717,31.88945407,3
Betula_costata,Betula,Betulaceae,185.7585139,21.31928655,1
Angelica_gigas,Angelica,Apiaceae,85.99931201,21.60068111,3
Nabalus_tatarinowii,Nabalus,Asterales,58.47953216,28.68285667,3
Aralia_chinensis,Aralia,Araliaceae,92.87925697,25.74895409,2
Tilia_mandshurica,Tilia,Malvaceae,82.55933953,21.381,1
Euonymus_verrucosus,Euonymus,Celastraceae,247.6780186,22.03356567,2
Ulmus_laciniata,Ulmus,Ulmaceae,423.1166151,35.50267633,1
Diarrhena_mandshurica,Diarrhena,Poaceae,120.3990368,31.88542739,3
Linnaea_borealis,Linnaea,Caprifoliaceae,18.31716546,36.77246917,2
Caulophyllum_robustum,Caulophyllum,Berberidaceae,58.47953216,39.97524474,3
Polygonatum_inflatum,Polygonatum,Asparagaceae,36.11971104,32.07612857,3
Corylus_sieboldiana,Corylus,Betulaceae,92.87925697,26.4780704,2
Pinus_koraiensis,Pinus,Pinaceae,147.9463364,56.291028,1
Sorbus_alnifolia,Sorbus,Rosaceae,171.998624,26.71465867,1
Himalaiella_deltoidea,Himalaiella,Asterales,55.039559680000004,30.87444938,3
Carex_pilosa,Carex,Cyperaceae,151.3587891,40.83605276,3
Equisetum_hyemale,Equisetum,Equisetaceae,66.22359821,88.589516,3
Quercus_mongolica,Quercus,Fagaceae,732.7141383,27.13401533,1
Deparia_pycnosora,Deparia,Athyriaceae,NA,NA,3
Actaea_asiatica,Actaea,Ranunculaceae,8.454076367,61.701805,3
Acer_pictum,Acer,Sapindaceae,423.1166151,22.03798533,1
Acer_caudatum,Acer,Sapindaceae,285.5177159,22.377591,1
Hylomecon_japonica,Hylomecon,Papaveraceae,61.91950464,38.96015375,3
Phellodendron_amurense,Phellodendron,Rutaceae,127.2789818,31.37439667,1
Ulmus_macrocarpa,Ulmus,Ulmaceae,437.8672171,34.01879667,1
Juglans_mandshurica,Juglans,Juglandaceae,323.3574131,26.30681167,1
Abies_holophylla,Abies,Pinaceae,NA,NA,1
Adoxa_moschatellina,Adoxa,Adoxaceae,22.54420365,54.121785,3
Polystichum_tripteron,Polystichum,Dryopteridaceae,53.54248366,50.78473,3
Actaea_dahurica,Actaea,Ranunculaceae,12.68111455,52.56178375,3
Parasenecio_hastatus,Parasenecio,Asterales,48.15961472,35.69706583,3
Cypripedium_guttatum,Cypripedium,Orchidaceae,65.35947712,39.42850294,3
Dryopteris_woodsiisora,Dryopteris,Dryopteridaceae,65.35947712,42.94076067,3
Anisocampium_niponicum,Anisocampium,Athyriaceae,44.71964224,53.97311583,3
Lonicera_chrysantha,Lonicera,Caprifoliaceae,30.95975232,35.040255,2
Carex_siderosticta,Carex,Cyperaceae,23.95321637,22.73064021,3
Carpinus_cordata,Carpinus,Betulaceae,282.0777434,20.29284867,1
Acer_tegmentosum,Acer,Sapindaceae,271.7578259,29.35053967,1
Actinidia_arguta,Actinidia,Actinidiaceae,106.6391469,23.17569538,3
Adiantum_pedatum,Adiantum,Pteridaceae,44.71964224,32.80726545,3
Tilia_amurensis,Tilia,Malvaceae,182.3185415,24.462766,1
Betula_platyphylla,Betula,Betulaceae,313.0374957,25.46718133,1
Meehania_urticifolia,Meehania,Lamiaceae,220.1582387,13.88996833,3
Cornopteris_crenulatoserrulata,Cornopteris,Athyriaceae,65.35947712,42.16796412,3
Ribes_takare,Ribes,Grossulariaceae,113.5190918,22.58913308,2
Angelica_dahurica,Angelica,Apiaceae,223.5982112,19.18534633,3
Schisandra_chinensis,Schisandra,Schisandraceae,33.81630547,63.85609045,3
Osmorhiza_aristata,Osmorhiza,Apiaceae,92.87925697,20.37469684,3
Crataegus_cuneata,Crataegus,Rosaceae,230.4781562,36.68564633,2
Chloranthus_japonicus,Chloranthus,Chloranthaceae,47.90643275,49.02323214,3
Dryopteris_expansa,Dryopteris,Dryopteridaceae,81.72273822,40.125095,3
Laportea_bulbifera,Laportea,Urticaceae,79.11936705,16.79650368,3
Thalictrum_tuberiferum,Thalictrum,Ranunculaceae,96.31922945,21.96702182,3
Polygonatum_involucratum,Polygonatum,Asparagaceae,75.67939456,17.50677529,3
Pseudostellaria_davidii,Pseudostellaria,Caryophyllaceae,79.11936705,26.22998364,3
Solidago_virgaurea,Solidago,Asterales,58.47953216,25.10389286,3
Plagiorhegma_dubium,Plagiorhegma,Berberidaceae,103.1991744,25.48303667,3
Populus_euphratica,Populus,Salicaceae,440.3164775,21.04836367,1
Malaxis_monophyllos,Malaxis,Orchidaceae,41.27966976,44.83976167,3
Fraxinus_mandshurica,Fraxinus,Oleaceae,684.5545236,22.705696,1
Impatiens_noli-tangere,Impatiens,Balsaminaceae,36.11971104,13.09342571,3
Brachybotrys_paridiformis,Brachybotrys,Boraginaceae,110.0791194,16.88548654,3
Populus_cathayana,Populus,Salicaceae,NA,NA,1
Populus_suaveolens,Populus,Salicaceae,NA,NA,1
NA,NA,NA,NA,NA,2
Ulmus_davidiana,Ulmus,Ulmaceae,NA,NA,1
Trifolium_repens,Trifolium,Fabaceae,123.8390093,23.16590172,3
Viola_variegata,Viola,Violaceae,44.71964224,24.42551615,3
Rumex_crispus,Rumex,Polygonaceae,44.71964224,38.28590909,3
Sanicula_chinensis,Sanicula,Apiaceae,251.1179911,21.10141033,3
Acer_mandshuricum,Acer,Sapindaceae,357.7571379,21.43471633,1
Syringa_reticulata,Syringa,Oleaceae,220.1582387,27.569236,1
Aconitum_kusnezoffii,Aconitum,Ranunculaceae,68.7994496,30.210272,3
Melica_scabrosa,Melica,Poaceae,65.35947712,43.91721444,3
Dryopteris_crassirhizoma,Dryopteris,Dryopteridaceae,96.31922945,41.18502423,3
Angelica_gigas,Angelica,Apiaceae,209.8383213,23.72509267,3
Acer_barbinerve,Acer,Sapindaceae,319.9174407,19.85817067,1
Deparia_coreana,Deparia,Athyriaceae,106.6391469,43.19088357,3
Euonymus_cornutus,Euonymus,Celastraceae,247.6780186,27.52203138,2
Abies_nephrolepis,Abies,Pinaceae,110.0791194,57.8248736,1
Eleutherococcus_senticosus,Eleutherococcus,Araliaceae,92.87925697,29.1180288,2
Lilium_distichum,Lilium,Liliaceae,48.15961472,86.86823083,3
Aegopodium_alpestre,Aegopodium,Apiaceae,75.67939456,32.1086719,3
Arisaema_amurense,Arisaema,Araceae,58.47953216,36.96318813,3
Codonopsis_pilosula,Codonopsis,Campanulaceae,171.998624,19.36135933,3
Betula_costata,Betula,Betulaceae,350.877193,17.90490833,1
Actinidia_kolomikta,Actinidia,Actinidiaceae,130.7189542,29.93701538,3
Mimulus_tenellus,Mimulus,Phrymaceae,237.3581011,23.35390233,3
NA,NA,NA,92.87925697,25.865685,3
Phellodendron_amurense,Phellodendron,Rutaceae,106.6391469,30.5786008,1
Ulmus_macrocarpa,Ulmus,Ulmaceae,849.6732026,28.85003867,1
Sambucus_williamsii,Sambucus,Adoxaceae,154.7987616,35.79172833,2
Pinus_koraiensis,Pinus,Pinaceae,347.4372205,32.17069633,1
Acer_caudatum,Acer,Sapindaceae,292.3976608,25.649727,1
Lonicera_chrysantha,Lonicera,Caprifoliaceae,261.4379085,28.15344333,2
Sorbus_aucuparia,Sorbus,Rosaceae,123.8390093,27.62145963,1
Aquilegia_oxysepala,Aquilegia,Ranunculaceae,185.7585139,24.37807267,3
Prunus_maximowiczii,Prunus,Rosaceae,392.1568627,20.43728767,1
Polygonatum_sibiricum,Polygonatum,Asparagaceae,75.67939456,25.52489727,3
Chrysosplenium_alternifolium,Chrysosplenium,Saxifragaceae,61.91950464,27.82854313,3
Carex_siderosticta,Carex,Cyperaceae,89.43928449,37.73362864,3
Agrimonia_pilosa,Agrimonia,Rosaceae,175.4385965,24.24508517,3
Ulmus_laciniata,Ulmus,Ulmaceae,564.1554868,30.84264033,1
Euonymus_verrucosus,Euonymus,Celastraceae,323.3574131,18.59266333,2
Linnaea_borealis,Linnaea,Caprifoliaceae,58.47953216,33.20729563,2
Cirsium_schantarense,Cirsium,Asterales,168.5586515,28.82905767,3
Diarrhena_mandshurica,Diarrhena,Poaceae,58.47953216,49.25972118,3
Aralia_chinensis,Aralia,Araliaceae,485.0361197,23.171363,2
Persicaria_tinctoria,Persicaria,Polygonaceae,216.7182663,25.93924033,3
Quercus_mongolica,Quercus,Fagaceae,732.7141383,26.44419,1
Geranium_wilfordii,Geranium,Geraniaceae,787.753698,21.076149,3
Ranunculus_japonicus,Ranunculus,Ranunculaceae,51.5995872,42.415802,3
Carex_pilosa,Carex,Cyperaceae,361.1971104,25.31637833,3
Chrysosplenium_flagelliferum,Chrysosplenium,Saxifragaceae,99.75920193,40.6220724,3
Corylus_sieboldiana,Corylus,Betulaceae,829.0333677,25.012124,2
Equisetum_hyemale,Equisetum,Equisetaceae,72.23942208,25.96636077,3
Arctium_lappa,Arctium,Asterales,244.2380461,17.87107,3
Athyrium_multidentatum,Athyrium,Athyriaceae,NA,NA,3
Coniogramme_affinis,Coniogramme,Pteridaceae,92.87925697,37.01210808,3
Ribes_takare,Ribes,Grossulariaceae,96.31922945,31.80106885,2
Taraxacum_ussuriense,Taraxacum,Asterales,96.31922945,26.58153231,3
Taraxacum_mongolicum,Taraxacum,Asterales,495.3560372,16.87684133,3
Plantago_depressa,Plantago,Plantaginaceae,147.9188166,23.546715,3
Meehania_urticifolia,Meehania,Lamiaceae,116.9590643,16.4968169,3
Carpinus_cordata,Carpinus,Betulaceae,550.3955968,21.43843667,1
Actinidia_arguta,Actinidia,Actinidiaceae,264.877881,26.80728333,3
Acer_tegmentosum,Acer,Sapindaceae,223.5982112,29.24821034,1
Impatiens_noli-tangere,Impatiens,Balsaminaceae,65.35947712,28.54677944,3
Parasenecio_hastatus,Parasenecio,Asterales,NA,NA,3
Galium_triflorum,Galium,Rubiaceae,79.11936705,45.5149545,3
Rosa_davurica,Rosa,Rosaceae,230.4781562,26.63955033,2
NA,NA,NA,79.11936705,33.06882235,3
Polystichum_tripteron,Polystichum,Dryopteridaceae,120.3990368,44.163331,3
Geum_aleppicum,Geum,Rosaceae,278.6377709,24.82817833,3
Sorbus_alnifolia,Sorbus,Rosaceae,227.0381837,26.631589,1
Rhamnus_davurica,Rhamnus,Rhamnaceae,340.5572755,23.10502933,2
Potentilla_centigrana,Potentilla,Rosaceae,55.039559680000004,25.61573063,3
Acer_pictum,Acer,Sapindaceae,471.2762298,21.26461567,1
Cypripedium_guttatum,Cypripedium,Orchidaceae,89.43928449,41.1775464,3
Brachybotrys_paridiformis,Brachybotrys,Boraginaceae,123.8390093,23.32135241,3
Fraxinus_mandshurica,Fraxinus,Oleaceae,584.7953216,25.123114,1
Isodon_excisus,Isodon,Lamiaceae,560.7155143,17.45141933,3
Persicaria_maculosa,Persicaria,Polygonaceae,130.7189542,27.66034367,3
Veratrum_dahuricum,Veratrum,Melanthiaceae,309.5975232,51.1576764,3
Angelica_anomala,Angelica,Apiaceae,233.9181287,28.67532517,3
Ostericum_sieboldii,Ostericum,Apiaceae,106.6391469,23.93840077,3
Cornopteris_crenulatoserrulata,Cornopteris,Athyriaceae,41.27966976,46.13334,3
Picea_jezoensis,Picea,Pinaceae,NA,NA,1
Adiantum_pedatum,Adiantum,Pteridaceae,41.27966976,19.415792,3
Sorbaria_sorbifolia,Sorbaria,Rosaceae,347.4372205,19.07746267,2
Sanicula_rubriflora,Sanicula,Apiaceae,178.878569,14.33169345,3
Tilia_amurensis,Tilia,Malvaceae,196.0784314,16.86408333,1
Laportea_bulbifera,Laportea,Urticaceae,147.9188166,14.89195207,3
Arctium_lappa,Arctium,Asterales,NA,NA,3
Tamarix_africana,Tamarix,Tamaricaceae,36.64,26.9,1
Tamarix_gallica,Tamarix,Tamaricaceae,89.17,15.21,1
Tamarix_africana,Tamarix,Tamaricaceae,35.15,25.56,1
Tamarix_gallica,Tamarix,Tamaricaceae,90.83,18.59,1
Tamarix_africana,Tamarix,Tamaricaceae,34.18,25.59,1
Tamarix_gallica,Tamarix,Tamaricaceae,95.59,16.74,1
Tamarix_africana,Tamarix,Tamaricaceae,30.87,25.78,1
Fargesia_nitida,Fargesia,Poaceae,240,27,3
Acanthus_mollis,Acanthus,Acanthaceae,NA,42.08,3
Adoxa_moschatellina,Adoxa,Adoxaceae,NA,68.36,3
Aetheorhiza_bulbosa,Aetheorhiza,Compositae,NA,23.67,3
Allium_flavum,Allium,Amaryllidaceae,NA,32.84,3
Allium_oleraceum,Allium,Amaryllidaceae,NA,31.89,3
Allium_orientale,Allium,Amaryllidaceae,NA,27.62,3
Allium_lusitanicum,Allium,Amaryllidaceae,NA,28.87,3
Allium_vineale,Allium,Amaryllidaceae,NA,24.41,3
Androcymbium_palaestinum,Androcymbium,Colchicaceae,NA,39.06,3
Anemone_nemorosa,Anemone,Ranunculaceae,NA,58.99,3
Anemone_ranunculoides,Anemone,Ranunculaceae,NA,51.75,3
Arisarum_vulgare,Arisarum,Araceae,NA,61.9,3
Aristolochia_rotunda,Aristolochia,Aristolochiaceae,NA,28.95,3
Arum_italicum,Arum,Araceae,NA,56.9,3
Asparagus_acutifolius,Asparagus,Asparagaceae,NA,29.59,3
Acanthus_mollis,Acanthus,Acanthaceae,NA,42.08,3
Adoxa_moschatellina,Adoxa,Adoxaceae,NA,68.36,3
Aetheorhiza_bulbosa,Aetheorhiza,Compositae,NA,23.67,3
Allium_flavum,Allium,Amaryllidaceae,NA,32.84,3
Allium_oleraceum,Allium,Amaryllidaceae,NA,31.89,3
Allium_orientale,Allium,Amaryllidaceae,NA,27.62,3
Allium_lusitanicum,Allium,Amaryllidaceae,NA,28.87,3
Allium_vineale,Allium,Amaryllidaceae,NA,24.41,3
Androcymbium_palaestinum,Androcymbium,Colchicaceae,NA,39.06,3
Anemone_nemorosa,Anemone,Ranunculaceae,NA,58.99,3
Anemone_ranunculoides,Anemone,Ranunculaceae,NA,51.75,3
Arisarum_vulgare,Arisarum,Araceae,NA,61.9,3
Aristolochia_rotunda,Aristolochia,Aristolochiaceae,NA,28.95,3
Arum_italicum,Arum,Araceae,NA,56.9,3
Asparagus_acutifolius,Asparagus,Asparagaceae,NA,29.59,3
Acanthus_mollis,Acanthus,Acanthaceae,NA,42.08,3
Adoxa_moschatellina,Adoxa,Adoxaceae,NA,68.36,3
Aetheorhiza_bulbosa,Aetheorhiza,Compositae,NA,23.67,3
Allium_flavum,Allium,Amaryllidaceae,NA,32.84,3
Allium_oleraceum,Allium,Amaryllidaceae,NA,31.89,3
Allium_orientale,Allium,Amaryllidaceae,NA,27.62,3
Allium_lusitanicum,Allium,Amaryllidaceae,NA,28.87,3
Allium_vineale,Allium,Amaryllidaceae,NA,24.41,3
Androcymbium_palaestinum,Androcymbium,Colchicaceae,NA,39.06,3
Anemone_nemorosa,Anemone,Ranunculaceae,NA,58.99,3
Anemone_ranunculoides,Anemone,Ranunculaceae,NA,51.75,3
Arisarum_vulgare,Arisarum,Araceae,NA,61.9,3
Aristolochia_rotunda,Aristolochia,Aristolochiaceae,NA,28.95,3
Arum_italicum,Arum,Araceae,NA,56.9,3
Asparagus_acutifolius,Asparagus,Asparagaceae,NA,29.59,3
Acanthus_mollis,Acanthus,Acanthaceae,NA,42.08,3
Adoxa_moschatellina,Adoxa,Adoxaceae,NA,68.36,3
Aetheorhiza_bulbosa,Aetheorhiza,Compositae,NA,23.67,3
Allium_flavum,Allium,Amaryllidaceae,NA,32.84,3
Allium_oleraceum,Allium,Amaryllidaceae,NA,31.89,3
Allium_orientale,Allium,Amaryllidaceae,NA,27.62,3
Allium_lusitanicum,Allium,Amaryllidaceae,NA,28.87,3
Allium_vineale,Allium,Amaryllidaceae,NA,24.41,3
Androcymbium_palaestinum,Androcymbium,Colchicaceae,NA,39.06,3
Anemone_nemorosa,Anemone,Ranunculaceae,NA,58.99,3
Anemone_ranunculoides,Anemone,Ranunculaceae,NA,51.75,3
Arisarum_vulgare,Arisarum,Araceae,NA,61.9,3
Aristolochia_rotunda,Aristolochia,Aristolochiaceae,NA,28.95,3
Arum_italicum,Arum,Araceae,NA,56.9,3
Asparagus_acutifolius,Asparagus,Asparagaceae,NA,29.59,3
Acanthus_mollis,Acanthus,Acanthaceae,NA,42.08,3
Adoxa_moschatellina,Adoxa,Adoxaceae,NA,68.36,3
Aetheorhiza_bulbosa,Aetheorhiza,Compositae,NA,23.67,3
Allium_flavum,Allium,Amaryllidaceae,NA,32.84,3
Allium_oleraceum,Allium,Amaryllidaceae,NA,31.89,3
Allium_orientale,Allium,Amaryllidaceae,NA,27.62,3
Allium_lusitanicum,Allium,Amaryllidaceae,NA,28.87,3
Allium_vineale,Allium,Amaryllidaceae,NA,24.41,3
Androcymbium_palaestinum,Androcymbium,Colchicaceae,NA,39.06,3
Anemone_nemorosa,Anemone,Ranunculaceae,NA,58.99,3
Anemone_ranunculoides,Anemone,Ranunculaceae,NA,51.75,3
Arisarum_vulgare,Arisarum,Araceae,NA,61.9,3
Aristolochia_rotunda,Aristolochia,Aristolochiaceae,NA,28.95,3
Arum_italicum,Arum,Araceae,NA,56.9,3
Asparagus_acutifolius,Asparagus,Asparagaceae,NA,29.59,3
Acanthus_mollis,Acanthus,Acanthaceae,NA,42.08,3
Adoxa_moschatellina,Adoxa,Adoxaceae,NA,68.36,3
Aetheorhiza_bulbosa,Aetheorhiza,Compositae,NA,23.67,3
Allium_flavum,Allium,Amaryllidaceae,NA,32.84,3
Allium_oleraceum,Allium,Amaryllidaceae,NA,31.89,3
Allium_orientale,Allium,Amaryllidaceae,NA,27.62,3
Allium_lusitanicum,Allium,Amaryllidaceae,NA,28.87,3
Allium_vineale,Allium,Amaryllidaceae,NA,24.41,3
Androcymbium_palaestinum,Androcymbium,Colchicaceae,NA,39.06,3
Anemone_nemorosa,Anemone,Ranunculaceae,NA,58.99,3
Anemone_ranunculoides,Anemone,Ranunculaceae,NA,51.75,3
Arisarum_vulgare,Arisarum,Araceae,NA,61.9,3
Aristolochia_rotunda,Aristolochia,Aristolochiaceae,NA,28.95,3
Arum_italicum,Arum,Araceae,NA,56.9,3
Asparagus_acutifolius,Asparagus,Asparagaceae,NA,29.59,3
Dipteryx_oleifera,Dipteryx,Leguminosae,263.68,NA,1
Zygia_longifolia,Zygia,Leguminosae,351.68,NA,2
Asplenium_sulcatum,Asplenium,Aspleniaceae,22,NA,3
Rhododendron_anthopogon,Rhododendron,Ericaceae,NA,NA,2
Rhododendron_campanulatum,Rhododendron,Ericaceae,NA,NA,2
Rhododendron_thomsonii,Rhododendron,Ericaceae,NA,NA,2
Rhododendron_barbatum,Rhododendron,Ericaceae,NA,NA,2
Rhododendron_arboreum,Rhododendron,Ericaceae,NA,NA,1
Morella_cerifera,Morella,Myricaceae,341.75,NA,2
Melaleuca_alternifolia,Melaleuca,Myrtaceae,125,NA,1
Dryopteris_campyloptera,Dryopteris,Dryopteridaceae,32.671,NA,3
Dryopteris_carthusiana,Dryopteris,Dryopteridaceae,27.29779412,NA,3
Dryopteris_celsa,Dryopteris,Dryopteridaceae,36.892,NA,3
Dryopteris_clintoniana,Dryopteris,Dryopteridaceae,39.845,NA,3
Dryopteris_cristata,Dryopteris,Dryopteridaceae,34.89260836,NA,3
Dryopteris_expansa,Dryopteris,Dryopteridaceae,34.70319635,NA,3
Dryopteris_fragrans,Dryopteris,Dryopteridaceae,NA,NA,3
Dryopteris_goldiana,Dryopteris,Dryopteridaceae,28.20613177,NA,3
Dryopteris_intermedia,Dryopteris,Dryopteridaceae,44.21977124,NA,3
Dryopteris_ludoviciana,Dryopteris,Dryopteridaceae,52.053,NA,3
Dryopteris_ludoviciana,Dryopteris,Dryopteridaceae,54.42,NA,3
